"","game_str","play_id","SB","X.x","timestamp","ball_position_x","ball_position_y","ball_position_z","fP_x","fP_y","fC_x","fC_y","f2B_x","f2B_y","fSS_x","fSS_y","f1BsRn_x","f1BsRn_y"
"915","1902_08_TeamMJ_TeamB",169,1,4877,6561494,8.54853,137.5554,-0.1652667,-2.0121,54.4746,-1.3713,0.1251,28.89,158.8674,0.4575,124.1511,2.9451,125.3187
"916","1902_08_TeamMJ_TeamB",169,1,4878,6561544,8.99097,138.2004,0.315399,-2.2059,54.4479,-1.3692,0.2061,28.3617,159.3573,0.6168,124.0659,2.6733,125.691
"917","1902_08_TeamMJ_TeamB",169,1,4879,6561594,9.42045,138.8718,0.721548,-2.4111,54.4194,-1.3683,0.2868,27.8439,159.8364,0.7761,123.9807,2.394,126.0741
"918","1902_08_TeamMJ_TeamB",169,1,4880,6561644,9.83697,139.5702,1.053174,-2.6271,54.3897,-1.3695,0.4212,27.3369,160.3047,0.9354,123.8955,2.1159,126.4551
"919","1902_08_TeamMJ_TeamB",169,1,4881,6561694,10.24056,140.295,1.310286,-2.8533,54.3588,-1.3725,0.5508,26.8404,160.7628,1.0947,123.8103,1.842,126.8307
"920","1902_08_TeamMJ_TeamB",169,1,4882,6561744,10.63119,141.0468,1.492875,-3.0885,54.3276,-1.3767,0.6837,26.3541,161.2119,1.254,123.7251,1.5675,127.2072
"921","1902_08_TeamMJ_TeamB",169,1,4883,6561794,11.00886,141.825,1.600944,-3.3318,54.2964,-1.3815,0.8133,25.8774,161.6529,1.4133,123.6399,1.2894,127.5891
"922","1902_08_TeamMJ_TeamB",169,1,4884,6561844,11.3736,142.6296,1.634493,-3.5823,54.2652,-1.3872,0.9453,25.4094,162.0864,1.5726,123.5544,1.0179,127.9614
"923","1902_08_TeamMJ_TeamB",169,1,4885,6561894,11.72541,143.4612,1.593525,-3.8391,54.2343,-1.3935,1.0776,24.9486,162.5145,1.8912,123.384,0.7404,128.3421
"924","1902_08_TeamMJ_TeamB",169,1,4886,6561944,12.06423,144.3192,1.478037,-4.1007,54.2043,-1.4001,1.209,24.7878,162.7206,1.8912,123.384,0.4668,128.7177
"925","1902_08_TeamMJ_TeamB",169,1,4887,6561994,12.39012,145.2039,1.288029,-4.3668,54.1746,-1.407,1.3383,24.627,162.9267,2.0505,123.2988,0.1881,129.0996
"926","1902_08_TeamMJ_TeamB",169,1,4888,6562044,12.70308,146.1153,1.023501,-4.6359,54.1461,-1.4145,1.4691,24.4659,163.1331,2.2098,123.2136,-0.0879,129.4776
"927","1902_08_TeamMJ_TeamB",169,1,4889,6562094,13.00305,147.0531,0.684453,-4.9077,54.1191,-1.422,1.6014,24.3051,163.3392,2.3691,123.1284,-0.0879,129.4776
"928","1902_08_TeamMJ_TeamB",169,1,4890,6562144,13.29009,148.0179,0.2708877,-5.181,54.0933,-1.4298,1.7319,24.144,163.5453,2.5284,123.0432,-0.1134,129.3996
"929","1902_08_TeamMJ_TeamB",169,1,4891,6562194,13.5642,149.0091,-0.2172,-5.4552,54.0699,-1.4376,1.8624,23.9832,163.7517,2.6877,122.9577,-0.1368,129.321
"930","1902_08_TeamMJ_TeamB",169,1,4892,6562244,13.94109,149.6979,-0.2077566,-5.73,54.0483,-1.446,1.9959,23.8224,163.9578,2.847,122.8725,-0.159,129.2436
"931","1902_08_TeamMJ_TeamB",169,1,4893,6562294,14.31798,150.3867,-0.1983132,-6.0048,54.0294,-1.4541,2.1258,23.6613,164.1639,2.8362,122.8485,-0.1812,129.1644
"932","1902_08_TeamMJ_TeamB",169,1,4894,6562344,14.69487,151.0755,-0.1888695,-6.2787,54.0135,-1.4625,2.2578,23.5005,164.3703,2.8257,122.8242,-0.2031,129.0867
"933","1902_08_TeamMJ_TeamB",169,1,4895,6562394,15.07176,151.7643,-0.1794261,-6.5514,54.0009,-1.4712,2.3886,23.3397,164.5764,2.898,122.8686,-0.225,129.0081
"934","1902_08_TeamMJ_TeamB",169,1,4896,6562444,15.44865,152.4531,-0.1699827,-6.8223,53.9922,-1.4799,2.5182,23.1786,164.7825,2.9706,122.913,-0.2469,128.9307
"935","1902_08_TeamMJ_TeamB",169,1,4897,6562494,15.82554,153.1416,-0.160539,-7.0911,53.9877,-1.4886,2.649,23.0178,164.9886,3.0429,122.9574,-0.2691,128.8527
"936","1902_08_TeamMJ_TeamB",169,1,4898,6562544,16.20243,153.8304,-0.1510956,-7.3572,53.9877,-1.4976,2.7813,22.857,165.195,3.1152,123.0018,-0.2916,128.7753
"937","1902_08_TeamMJ_TeamB",169,1,4899,6562594,16.57932,154.5192,-0.1416522,-7.6203,53.9928,-1.5063,2.9115,22.6959,165.4011,3.1878,123.0462,-0.3147,128.697
"938","1902_08_TeamMJ_TeamB",169,1,4900,6562644,16.95621,155.208,-0.1322088,-7.8798,54.0033,-1.5156,3.0423,22.5351,165.6072,3.2601,123.0906,-0.3384,128.6184
"939","1902_08_TeamMJ_TeamB",169,1,4901,6562694,17.3331,155.8968,-0.1227651,-8.1357,54.0201,-1.5246,3.1743,22.4772,165.6885,3.3324,123.135,-0.3624,128.5419
"940","1902_08_TeamMJ_TeamB",169,1,4902,6562744,17.70999,156.5856,-0.1133217,-8.3874,54.0438,-1.5336,3.3033,22.4193,165.7695,3.4047,123.1794,-0.387,128.4645
"941","1902_08_TeamMJ_TeamB",169,1,4903,6562794,18.08691,157.2744,-0.1038783,-8.6352,54.075,-1.5432,3.4362,22.3617,165.8496,3.4773,123.2238,-0.4131,128.3862
"942","1902_08_TeamMJ_TeamB",169,1,4904,6562844,18.4638,157.9632,-0.0944349,-8.8788,54.1143,-1.5522,3.5658,22.3047,165.9279,3.5496,123.2685,-0.4395,128.3097
"943","1902_08_TeamMJ_TeamB",169,1,4905,6562894,18.84069,158.652,-0.0849912,-9.1182,54.1617,-1.5615,3.6957,22.2486,166.0041,3.6219,123.3129,-0.4671,128.2341
"944","1902_08_TeamMJ_TeamB",169,1,4906,6562944,19.21758,159.3408,-0.0755478,-9.3531,54.2175,-1.5711,3.8292,22.1937,166.0773,3.6945,123.3573,-0.4962,128.1585
"945","1902_08_TeamMJ_TeamB",169,1,4907,6562994,19.59447,160.0296,-0.0661044,-9.5841,54.282,-1.5804,3.9588,22.14,166.1472,3.7668,123.4017,-0.5271,128.0838
"946","1902_08_TeamMJ_TeamB",169,1,4908,6563044,19.97136,160.7184,-0.056661,-9.8109,54.3549,-1.5903,4.0917,22.0884,166.2132,3.8391,123.4461,-0.5613,128.0091
"947","1902_08_TeamMJ_TeamB",169,1,4909,6563094,20.34825,161.4069,-0.0472173,-10.0338,54.4362,-1.5996,4.2207,22.0389,166.2747,3.9117,123.4905,-0.5982,127.9368
"948","1902_08_TeamMJ_TeamB",169,1,4910,6563144,20.72514,162.0957,-0.0377739,-10.2522,54.5259,-1.6092,4.3524,21.9918,166.3314,3.984,123.5349,-0.6402,127.8678
"949","1902_08_TeamMJ_TeamB",169,1,4911,6563194,21.10203,162.7845,-0.02833041,-10.4664,54.624,-1.6188,4.4835,21.9474,166.3827,4.0563,123.5793,-0.6909,127.8048
"950","1902_08_TeamMJ_TeamB",169,1,4912,6563244,21.47892,163.4733,-0.01888695,-10.6761,54.7302,-1.6281,4.6134,21.9054,166.4283,4.1286,123.6237,-0.705,127.7919
"951","1902_08_TeamMJ_TeamB",169,1,4913,6563294,21.85581,164.1621,-0.00944346,-10.881,54.8439,-1.638,4.7454,21.8661,166.4673,4.2012,123.6681,-0.7194,127.7805
"952","1902_08_TeamMJ_TeamB",169,1,4914,6563344,22.2327,164.8509,0,-11.0808,54.9654,-1.6476,4.8765,21.8298,166.5,4.2735,123.7125,-0.735,127.7697
"953","1902_08_TeamMJ_TeamB",169,1,4915,6564644,19.60257,165.7005,6.25353,-14.0292,59.5101,-1.2705,7.4934,21.9573,165.9024,6.1557,124.8672,-1.1928,127.8276
"954","1902_08_TeamMJ_TeamB",169,1,4916,6564694,19.01193,163.4409,6.79218,-14.0508,59.709,-1.2225,7.5264,21.9894,165.8745,6.228,124.9116,-1.2093,127.8363
"955","1902_08_TeamMJ_TeamB",169,1,4917,6564744,18.41907,161.1981,7.25721,-14.0667,59.9085,-1.179,7.5555,22.0212,165.8487,6.3006,124.956,-1.2258,127.8453
"956","1902_08_TeamMJ_TeamB",169,1,4918,6564794,17.82393,158.9721,7.64859,-14.0772,60.1086,-1.14,7.5813,22.0524,165.8247,6.3729,125.0004,-1.242,127.854
"957","1902_08_TeamMJ_TeamB",169,1,4919,6564844,17.22657,156.7629,7.96638,-14.0826,60.309,-1.1067,7.6035,22.0827,165.8028,6.4452,125.0451,-1.2579,127.863
"958","1902_08_TeamMJ_TeamB",169,1,4920,6564894,16.6269,154.5705,8.21052,-14.0832,60.5097,-1.0794,7.6221,22.1121,165.7827,6.5175,125.0895,-1.2741,127.8723
"959","1902_08_TeamMJ_TeamB",169,1,4921,6564944,16.02501,152.3949,8.38107,-14.0799,60.7107,-1.0587,7.6374,22.1403,165.7638,6.5901,125.1339,-1.2903,127.8816
"960","1902_08_TeamMJ_TeamB",169,1,4922,6564994,15.42084,150.2361,8.47797,-14.0721,60.912,-1.0449,7.6494,22.167,165.7467,6.6624,125.1783,-1.3062,127.8909
"961","1902_08_TeamMJ_TeamB",169,1,4923,6565044,14.81442,148.0941,8.50125,-14.0607,61.1136,-1.038,7.6584,22.1925,165.7311,6.7347,125.2227,-1.3221,127.9005
"962","1902_08_TeamMJ_TeamB",169,1,4924,6565094,14.20575,145.9689,8.45091,-14.0454,61.3149,-1.0377,7.6647,22.2168,165.7167,6.8073,125.2671,-1.3383,127.9101
"963","1902_08_TeamMJ_TeamB",169,1,4925,6565144,13.59483,143.8605,8.32692,-14.0268,61.5162,-1.044,7.668,22.2399,165.7038,6.8796,125.3115,-1.3539,127.9194
"964","1902_08_TeamMJ_TeamB",169,1,4926,6565194,12.98163,141.7686,8.12934,-14.0049,61.7175,-1.0566,7.6686,22.2618,165.6924,6.9519,125.3559,-1.3701,127.929
"965","1902_08_TeamMJ_TeamB",169,1,4927,6565244,12.36618,139.6938,7.85811,-13.9797,61.9182,-1.0746,7.6665,22.2825,165.6825,7.0245,125.4003,-1.386,127.9389
"966","1902_08_TeamMJ_TeamB",169,1,4928,6565294,11.74848,137.6355,7.51326,-13.9521,62.1186,-1.0977,7.662,22.3026,165.6738,7.0968,125.4447,-1.4019,127.9485
"967","1902_08_TeamMJ_TeamB",169,1,4929,6565344,11.1285,135.5943,7.09479,-13.9224,62.3187,-1.125,7.6554,22.3218,165.6666,7.1691,125.4891,-1.4175,127.9578
"968","1902_08_TeamMJ_TeamB",169,1,4930,6565394,10.5063,133.5696,6.6027,-13.8906,62.5188,-1.1556,7.6464,22.3407,165.6606,7.2414,125.5335,-1.4334,127.9674
"969","1902_08_TeamMJ_TeamB",169,1,4931,6565444,9.88182,131.562,6.03699,-13.8576,62.7186,-1.1892,7.6359,22.359,165.6555,7.314,125.5779,-1.4496,127.9767
"970","1902_08_TeamMJ_TeamB",169,1,4932,6565494,9.25509,129.5709,5.39766,-13.8237,62.9181,-1.2243,7.6242,22.377,165.6513,7.3863,125.6223,-1.4658,127.986
"971","1902_08_TeamMJ_TeamB",169,1,4933,6565544,8.62608,127.5966,4.68468,-13.7889,63.1179,-1.2609,7.611,22.3947,165.6471,7.4586,125.6667,-1.482,127.995
"972","1902_08_TeamMJ_TeamB",169,1,NA,6559144,NA,NA,NA,-0.1887,54.9228,-0.7164,-4.1712,51.4704,139.125,-22.3575,135.3657,41.2587,84.5295
"973","1902_08_TeamMJ_TeamB",169,1,NA,6559194,NA,NA,NA,-0.213,54.8796,-0.8667,-4.0116,51.3114,139.1736,-21.6609,135.0663,40.4181,85.2912
"974","1902_08_TeamMJ_TeamB",169,1,NA,6559244,NA,NA,NA,-0.2346,54.8409,-1.0137,-3.852,51.1386,139.236,-20.9538,134.7582,39.5703,86.0622
"975","1902_08_TeamMJ_TeamB",169,1,NA,6559294,NA,NA,NA,-0.2535,54.8073,-1.1586,-3.6894,50.9496,139.314,-20.2362,134.4414,38.715,86.8437
"976","1902_08_TeamMJ_TeamB",169,1,NA,6559344,NA,NA,NA,-0.27,54.7779,-1.2999,-3.5256,50.7432,139.4097,-19.5081,134.1159,37.8522,87.6369
"977","1902_08_TeamMJ_TeamB",169,1,NA,6559394,NA,NA,NA,-0.2838,54.7533,-1.4382,-3.3579,50.5182,139.5243,-18.7701,133.782,36.9816,88.4418
"978","1902_08_TeamMJ_TeamB",169,1,NA,6559444,NA,NA,NA,-0.2955,54.7326,-1.5723,-3.1848,50.2728,139.6593,-18.0237,133.4394,36.1029,89.2593
"979","1902_08_TeamMJ_TeamB",169,1,NA,6559494,NA,NA,NA,-0.3054,54.7155,-1.6995,-3.006,50.0067,139.8159,-17.2692,133.0887,35.2164,90.09
"980","1902_08_TeamMJ_TeamB",169,1,NA,6559544,NA,NA,NA,-0.3132,54.702,-1.8147,-2.8197,49.719,139.9956,-16.5087,132.7296,34.3221,90.9339
"981","1902_08_TeamMJ_TeamB",169,1,NA,6559594,NA,NA,NA,-0.3198,54.6915,-1.9194,-2.6109,49.4097,140.1996,-15.7428,132.363,33.4197,91.7913
"982","1902_08_TeamMJ_TeamB",169,1,NA,6559644,NA,NA,NA,-0.3252,54.6831,-2.0004,-2.4045,49.0776,140.4285,-14.9736,131.9901,32.5095,92.6625
"983","1902_08_TeamMJ_TeamB",169,1,NA,6559694,NA,NA,NA,-0.3297,54.6762,-2.0649,-2.1912,48.7236,140.6826,-14.2026,131.6112,31.5924,93.5472
"984","1902_08_TeamMJ_TeamB",169,1,NA,6563394,NA,NA,NA,-11.2752,55.0941,-1.6572,5.0058,21.7965,166.5255,4.3458,123.7569,-0.7509,127.7604
"985","1902_08_TeamMJ_TeamB",169,1,NA,6563444,NA,NA,NA,-11.4642,55.2297,-1.6668,5.1366,21.7659,166.5444,4.4184,123.8013,-0.7677,127.7523
"986","1902_08_TeamMJ_TeamB",169,1,NA,6563494,NA,NA,NA,-11.6472,55.3713,-1.6764,5.2683,21.7389,166.557,4.4907,123.8457,-0.7848,127.7457
"987","1902_08_TeamMJ_TeamB",169,1,NA,6563544,NA,NA,NA,-11.8242,55.5189,-1.686,5.3982,21.7149,166.5633,4.563,123.8901,-0.8028,127.7403
"988","1902_08_TeamMJ_TeamB",169,1,NA,6563594,NA,NA,NA,-11.9955,55.6713,-1.6956,5.5314,21.6945,166.5633,4.6356,123.9345,-0.8205,127.7361
"989","1902_08_TeamMJ_TeamB",169,1,NA,6563644,NA,NA,NA,-12.1602,55.8285,-1.7052,5.6616,21.6777,166.5579,4.7079,123.9789,-0.8394,127.7331
"990","1902_08_TeamMJ_TeamB",169,1,NA,6563694,NA,NA,NA,-12.3189,55.9893,-1.7148,5.7918,21.6645,166.5468,4.7802,124.0233,-0.8574,127.7313
"991","1902_08_TeamMJ_TeamB",169,1,NA,6563744,NA,NA,NA,-12.4716,56.1537,-1.7244,5.9238,21.6546,166.5303,4.8525,124.0677,-0.8763,127.7307
"992","1902_08_TeamMJ_TeamB",169,1,NA,6563794,NA,NA,NA,-12.6174,56.3214,-1.7337,6.0546,21.6483,166.5093,4.9251,124.1121,-0.8946,127.7313
"993","1902_08_TeamMJ_TeamB",169,1,NA,6563844,NA,NA,NA,-12.7569,56.4918,-1.7433,6.186,21.6453,166.4844,4.9974,124.1568,-0.9132,127.7325
"994","1902_08_TeamMJ_TeamB",169,1,NA,6563894,NA,NA,NA,-12.8895,56.6652,-1.7526,6.3168,21.6456,166.4559,5.0697,124.2012,-0.9315,127.7346
"995","1902_08_TeamMJ_TeamB",169,1,NA,6563944,NA,NA,NA,-13.0152,56.841,-1.7616,6.4464,21.6492,166.4247,5.1423,124.2456,-0.9501,127.7373
"996","1902_08_TeamMJ_TeamB",169,1,NA,6563994,NA,NA,NA,-13.134,57.0192,-1.7706,6.5781,21.6555,166.3908,5.2146,124.29,-0.9684,127.7409
"997","1902_08_TeamMJ_TeamB",169,1,NA,6564044,NA,NA,NA,-13.2453,57.2001,-1.7796,6.7092,21.6651,166.3548,5.2869,124.3344,-0.9864,127.7451
"998","1902_08_TeamMJ_TeamB",169,1,NA,6564094,NA,NA,NA,-13.3494,57.3828,-1.788,6.8394,21.6777,166.317,5.3595,124.3788,-1.0044,127.7499
"999","1902_08_TeamMJ_TeamB",169,1,NA,6564144,NA,NA,NA,-13.4463,57.5682,-1.7964,6.9702,21.6927,166.2777,5.4318,124.4232,-1.0221,127.7553
"1000","1902_08_TeamMJ_TeamB",169,1,NA,6564194,NA,NA,NA,-13.536,57.7554,-1.8039,7.1019,21.7107,166.2372,5.5041,124.4676,-1.0398,127.761
"1001","1902_08_TeamMJ_TeamB",169,1,NA,6564244,NA,NA,NA,-13.6188,57.945,-1.7406,7.1487,21.7311,166.1961,5.5767,124.512,-1.0572,127.767
"1002","1902_08_TeamMJ_TeamB",169,1,NA,6564294,NA,NA,NA,-13.6947,58.1364,-1.6776,7.1955,21.7539,166.155,5.649,124.5564,-1.0746,127.7736
"1003","1902_08_TeamMJ_TeamB",169,1,NA,6564344,NA,NA,NA,-13.7634,58.3296,-1.6149,7.242,21.7788,166.1142,5.7213,124.6008,-1.092,127.7805
"1004","1902_08_TeamMJ_TeamB",169,1,NA,6564394,NA,NA,NA,-13.8249,58.5243,-1.5531,7.2879,21.8055,166.0743,5.7936,124.6452,-1.1088,127.7877
"1005","1902_08_TeamMJ_TeamB",169,1,NA,6564444,NA,NA,NA,-13.8792,58.7199,-1.4925,7.3329,21.834,166.0359,5.8662,124.6896,-1.1259,127.7952
"1006","1902_08_TeamMJ_TeamB",169,1,NA,6564494,NA,NA,NA,-13.9266,58.9164,-1.4337,7.3764,21.8634,165.9993,5.9385,124.734,-1.1427,127.803
"1007","1902_08_TeamMJ_TeamB",169,1,NA,6564544,NA,NA,NA,-13.9674,59.1135,-1.3767,7.4181,21.894,165.9648,6.0108,124.7784,-1.1595,127.8111
"1008","1902_08_TeamMJ_TeamB",169,1,NA,6564594,NA,NA,NA,-14.0013,59.3115,-1.3221,7.4574,21.9255,165.9324,6.0834,124.8228,-1.1763,127.8192
"1009","1902_08_TeamMJ_TeamB",169,1,NA,6565594,NA,NA,NA,-13.7538,63.3174,-1.2981,7.5975,22.4124,165.6438,7.5312,125.7111,-1.4982,128.0037
"1010","1902_08_TeamMJ_TeamB",169,1,NA,6565644,NA,NA,NA,-13.7184,63.5169,-1.3356,7.5837,22.4301,165.6405,7.6035,125.7555,-1.515,128.0118
"1011","1902_08_TeamMJ_TeamB",169,1,NA,6565694,NA,NA,NA,-13.6833,63.7164,-1.3734,7.5696,22.4478,165.6372,7.6758,125.7999,-1.5321,128.019
"1012","1902_08_TeamMJ_TeamB",169,1,NA,6565744,NA,NA,NA,-13.6479,63.9162,-1.4112,7.5555,22.4655,165.6339,7.7484,125.8443,-1.5498,128.0247
"1013","1902_08_TeamMJ_TeamB",222,0,6222,8460894,-2.397345,53.9499,5.6217,-0.7527,55.3908,0.7008,-4.3674,5.0373,148.4505,-59.1138,130.0866,50.1495,76.6851
"1014","1902_08_TeamMJ_TeamB",222,0,6223,8460944,-2.167575,48.036,5.51817,-0.7176,55.383,0.7008,-4.3674,5.0073,147.8805,-59.1306,129.9555,49.5165,77.4522
"1015","1902_08_TeamMJ_TeamB",222,0,6224,8460994,-1.918596,42.2016,5.32965,-0.6822,55.3755,0.6708,-4.3839,4.9767,147.3099,-59.1477,129.8253,48.8832,78.2196
"1016","1902_08_TeamMJ_TeamB",222,0,6225,8461044,-1.650402,36.4461,5.05617,-0.6459,55.368,0.7575,-4.3203,4.9452,146.7381,-59.1651,129.6966,48.2493,78.9885
"1017","1902_08_TeamMJ_TeamB",222,0,6226,8461094,-1.362996,30.7701,4.6977,-0.6084,55.3611,0.8004,-4.2807,4.9122,146.1642,-59.1831,129.5697,47.6145,79.7595
"1018","1902_08_TeamMJ_TeamB",222,0,6227,8461144,-1.056381,25.17309,4.25424,-0.5694,55.3557,0.8436,-4.2411,4.8765,145.5882,-59.202,129.4464,46.9785,80.5335
"1019","1902_08_TeamMJ_TeamB",222,0,6228,8461194,-0.730548,19.65531,3.72579,-0.528,55.3518,0.8865,-4.2015,4.8375,145.0095,-59.2212,129.3273,46.3401,81.3114
"1020","1902_08_TeamMJ_TeamB",222,0,6229,8461244,-0.385506,14.21676,3.11238,-0.4839,55.3509,1.0383,-4.0278,4.7943,144.4281,-59.241,129.2139,45.6984,82.0929
"1021","1902_08_TeamMJ_TeamB",222,0,6230,8461294,-0.02125233,8.85738,2.413962,-0.4374,55.3533,1.1058,-3.9594,4.746,143.8434,-59.2614,129.1074,45.0528,82.8783
"1022","1902_08_TeamMJ_TeamB",222,0,6231,8461344,0.362214,3.5772,1.630569,-0.3873,55.3599,1.1736,-3.891,4.6914,143.2554,-59.2812,129.0087,44.4024,83.6682
"1023","1902_08_TeamMJ_TeamB",222,0,6232,8461394,0.764892,-1.623777,0.762192,-0.3345,55.3725,1.1721,-3.6759,4.6299,142.6641,-59.3001,128.9193,43.7463,84.4623
"1024","1902_08_TeamMJ_TeamB",222,0,6233,8461444,1.186785,-6.74559,-0.1911741,-0.2781,55.3908,1.2291,-3.5847,4.5606,142.0698,-59.3172,128.8398,43.0839,85.2609
"1025","1902_08_TeamMJ_TeamB",222,0,6234,8462144,1.280457,-3.60381,5.27826,0.5964,56.3586,0.6456,-2.0916,2.7489,133.7703,-58.5438,129.2913,32.8821,96.9138
"1026","1902_08_TeamMJ_TeamB",222,0,6235,8462194,1.341273,2.001591,5.84748,0.6375,56.4468,0.4677,-1.9356,2.5947,133.2129,-58.3677,129.4794,32.0811,97.7727
"1027","1902_08_TeamMJ_TeamB",222,0,6236,8462244,1.41372,7.56165,6.35592,0.6738,56.5311,0.2535,-1.8834,2.4459,132.6639,-58.1724,129.6933,31.2717,98.6343
"1028","1902_08_TeamMJ_TeamB",222,0,6237,8462294,1.497795,13.0764,6.80355,0.7056,56.6103,0.174,-1.7778,2.304,132.123,-57.9585,129.9333,30.4545,99.4977
"1029","1902_08_TeamMJ_TeamB",222,0,6238,8462344,1.593498,18.54582,7.19037,0.7329,56.6841,0.0144,-1.728,2.1714,131.5902,-57.7257,130.1991,29.6304,100.3632
"1030","1902_08_TeamMJ_TeamB",222,0,6239,8462394,1.700832,23.96994,7.51641,0.7563,56.7516,-0.132,-1.692,2.049,131.0643,-57.4749,130.4904,28.8,101.2296
"1031","1902_08_TeamMJ_TeamB",222,0,6240,8462444,1.819797,29.34879,7.78164,0.7761,56.8131,-0.2424,-1.6479,1.9389,130.5453,-57.2061,130.8063,27.9648,102.0975
"1032","1902_08_TeamMJ_TeamB",222,0,6241,8462494,1.950387,34.6824,7.98609,0.7926,56.868,-0.3741,-1.6335,1.8417,130.032,-56.9193,131.1456,27.1257,102.9663
"1033","1902_08_TeamMJ_TeamB",222,0,6242,8462544,2.092611,39.9705,8.12973,0.8061,56.9163,-0.4692,-1.6236,1.7586,129.5232,-56.6154,131.5068,26.2833,103.8357
"1034","1902_08_TeamMJ_TeamB",222,0,6243,8462594,2.24646,45.2133,8.21259,0.8169,56.9586,-0.5235,-1.6074,1.6902,129.0174,-56.2947,131.8887,25.4391,104.7054
"1035","1902_08_TeamMJ_TeamB",222,0,6244,8462644,2.41194,50.4108,8.23464,0.825,56.9949,-0.6183,-1.542,1.6359,128.5134,-55.9572,132.2895,24.5934,105.5736
"1036","1902_08_TeamMJ_TeamB",222,0,6245,8462694,2.589051,55.5633,8.19588,0.8313,57.0255,-0.7131,-1.4763,1.5957,128.0094,-55.6032,132.7074,23.7471,106.44
"1037","1902_08_TeamMJ_TeamB",222,0,6246,8462744,2.77779,60.6702,8.09634,0.8352,57.051,-0.8079,-1.4109,1.569,127.5045,-55.2333,133.1403,22.9014,107.3031
"1038","1902_08_TeamMJ_TeamB",222,0,6247,8462794,2.978157,65.7318,7.93599,0.8379,57.072,-0.6984,-1.4952,1.554,126.9975,-54.8475,133.5858,22.0569,108.162
"1039","1902_08_TeamMJ_TeamB",222,0,6248,8462844,3.19014,70.7481,7.71486,0.8388,57.0891,-0.5697,-1.5546,1.5498,126.4875,-54.4461,134.0421,21.2148,109.0155
"1040","1902_08_TeamMJ_TeamB",222,0,6249,8462894,3.41379,75.7191,7.43292,0.8385,57.1026,-0.4008,-1.6104,1.5549,125.9736,-54.0291,134.5062,20.376,109.8627
"1041","1902_08_TeamMJ_TeamB",222,0,6250,8462944,3.64905,80.6448,7.09017,0.837,57.1131,-0.2454,-1.683,1.5672,125.4561,-53.5965,134.9763,19.5411,110.703
"1042","1902_08_TeamMJ_TeamB",222,0,6251,8462994,3.89592,85.5252,6.68664,0.8346,57.1215,-0.1341,-1.7691,1.5852,124.9347,-53.1486,135.45,18.711,111.5361
"1043","1902_08_TeamMJ_TeamB",222,0,6252,8463044,4.15443,90.3603,6.2223,0.8316,57.1278,-0.021,-1.8594,1.6077,124.41,-52.6857,135.9249,17.886,112.3632
"1044","1902_08_TeamMJ_TeamB",222,0,6253,8463094,4.42458,95.1501,5.69718,0.8274,57.1323,0.0897,-1.9446,1.6332,123.8823,-52.2081,136.3989,17.0661,113.1849
"1045","1902_08_TeamMJ_TeamB",222,0,6254,8463144,4.70634,99.8946,5.11125,0.8229,57.1356,0.1383,-2.0394,1.6605,123.3525,-51.7155,136.8702,16.2516,114.0015
"1046","1902_08_TeamMJ_TeamB",222,0,6255,8463194,4.99977,104.5938,4.46454,0.8172,57.1374,0.2202,-2.1117,1.6887,122.8215,-51.2088,137.337,15.4422,114.8133
"1047","1902_08_TeamMJ_TeamB",222,0,6256,8463244,5.30478,109.2477,3.75702,0.8109,57.1377,0.2856,-2.1756,1.7169,122.2899,-50.6877,137.7972,14.6385,115.62
"1048","1902_08_TeamMJ_TeamB",222,0,6257,8463294,5.62146,113.856,2.988687,0.8037,57.1368,0.3348,-2.2401,1.9935,122.0667,-50.1525,138.2499,13.8414,116.4204
"1049","1902_08_TeamMJ_TeamB",222,0,6258,8463344,5.94975,118.4193,2.159571,0.795,57.1341,0.3861,-2.2956,2.2701,121.8438,-49.6038,138.693,13.0518,117.213
"1050","1902_08_TeamMJ_TeamB",222,0,NA,8461494,NA,NA,NA,-0.2187,55.4166,1.2861,-3.4938,4.4829,141.4725,-59.331,128.7711,42.4146,86.064
"1051","1902_08_TeamMJ_TeamB",222,0,NA,8461544,NA,NA,NA,-0.1563,55.4496,1.2258,-3.3684,4.3962,140.8728,-59.3403,128.7135,41.7378,86.8716
"1052","1902_08_TeamMJ_TeamB",222,0,NA,8461594,NA,NA,NA,-0.0912,55.4907,1.2663,-3.2511,4.2999,140.2713,-59.3436,128.6682,41.0529,87.6846
"1053","1902_08_TeamMJ_TeamB",222,0,NA,8461644,NA,NA,NA,-0.024,55.5402,1.3221,-3.1755,4.1943,139.6689,-59.3391,128.6361,40.3593,88.5027
"1054","1902_08_TeamMJ_TeamB",222,0,NA,8461694,NA,NA,NA,0.045,55.5978,1.3122,-3.069,4.0791,139.0659,-59.3253,128.6181,39.6564,89.3259
"1055","1902_08_TeamMJ_TeamB",222,0,NA,8461744,NA,NA,NA,0.1149,55.6638,1.3086,-2.9655,3.9549,138.4632,-59.3004,128.6154,38.9442,90.1539
"1056","1902_08_TeamMJ_TeamB",222,0,NA,8461794,NA,NA,NA,0.1851,55.737,1.3416,-2.868,3.822,137.862,-59.2632,128.6295,38.2218,90.9861
"1057","1902_08_TeamMJ_TeamB",222,0,NA,8461844,NA,NA,NA,0.2541,55.8165,1.3746,-2.7708,3.6813,137.2629,-59.2113,128.6613,37.4892,91.8225
